Frame,Sub Frame,EMG01_FDS_right,EMG02_FDS_left,EMG03_biceps_brachii_right,EMG04_biceps_brachii_left,EMG05_trapezius_trans_right,EMG06_trapezius_trans_left,EMG07,EMG08,EMG09,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16,
1,0,-83.1319,42.2512,-5.37464,-0.773033,-6.51454,4.48578,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,1,-47.223,24.5263,5.63708,-0.994921,-4.3479,-3.10836,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,2,-8.83903,7.6515,14.0212,-1.22397,-5.33693,-6.62018,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,3,23.9652,4.94481,20.4296,-1.20303,-2.88155,-3.78866,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,4,52.9906,11.2645,26.1595,0.0461878,-1.47957,-5.23757,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,5,71.6513,11.5307,32.8071,1.17997,-1.81789,-7.38079,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,6,81.4976,2.25455,42.3467,1.15938,1.54622,-6.38876,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,7,91.8989,-15.1238,49.5471,-0.342895,3.45589,-7.12042,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,8,106.348,-46.1878,51.8677,-2.86102,7.80896,-10.1681,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
1,9,114.633,-77.5701,40.039,0.0607458,5.97785,-6.19228,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,0,112.945,-88.8026,17.023,0.622309,4.26804,-1.19592,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,1,114.716,-79.6411,-4.74504,0.691898,6.76049,-0.509423,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,2,117.249,-70.1455,-21.7568,0.451216,6.08298,-8.33066,-3299.9,2773.42,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,3,98.7519,-55.4231,-30.1208,-1.25429,-2.42624,-4.59288,-3299.9,-3281.31,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,4,91.0955,-47.0011,-36.7244,0.468392,6.7614,-6.50697,-3299.9,-3266.76,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,5,66.6576,-40.0791,-33.5778,-2.02776,3.57379,-7.48354,-3299.9,-3251.75,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,6,43.2901,-28.7509,-29.1632,0.890616,-0.404066,-8.88433,-3299.9,-3238.49,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,7,15.0092,-24.8633,-24.8326,4.07278,-1.40884,-4.62524,-3299.9,-3223.29,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,8,-13.4381,-18.8594,-20.9983,1.40417,-2.613,-7.50578,-3299.9,-3210.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
2,9,-37.8585,-11.349,-15.2012,-2.66719,2.09364,-5.53693,-3299.9,-3196.68,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,0,-58.5715,-7.92721,-10.851,-1.55867,5.02736,-2.16292,-3299.9,-3182.85,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,1,-61.461,-4.48325,-1.70008,-6.43165,1.3319,-2.95634,-3299.9,-3160.65,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,2,-49.8588,-2.4086,-1.01549,-5.93336,-0.109095,-0.444773,-3299.9,-3142.22,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,3,-35.149,0.57229,-3.23573,-6.23905,-0.363129,-0.357318,-3299.9,-3128.45,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,4,-24.494,3.40793,-4.47374,-7.69578,-1.69589,-2.5177,-3299.9,-3115.26,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,5,-14.815,0.734872,-2.62703,-7.39427,-4.44612,-1.64298,-3299.9,-3102.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,6,-4.408,0.0231354,0.162745,-8.91653,-5.80238,-3.75708,-3299.9,-3088.69,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,7,1.41519,2.87434,-2.27872,-7.5117,-3.69439,-6.29841,-3299.9,-3075.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,8,3.59676,-5.66299,0.228796,-3.10944,-5.09184,-4.08073,-3299.9,-3063.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
3,9,5.37511,-15.6473,0.560843,-0.918901,-5.77483,-11.1661,-3299.9,-3051.12,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,0,12.6529,-20.2483,-5.88486,-2.67719,-2.18788,-7.94771,-3299.9,-3038.14,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,1,19.4899,-13.2351,-10.8514,-1.94049,-0.686149,-2.44011,-3299.9,-3025.51,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,2,28.0247,-7.73709,-21.6822,-4.21127,-2.91287,-1.37019,-3299.9,-3011.86,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,3,33.7885,-7.67547,-22.8248,-6.13577,-0.671582,-2.01787,-3299.9,-2768.03,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,4,37.7124,-10.8337,-16.6997,-5.94436,0.189758,-2.11357,-3299.9,3218.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,5,38.4264,-7.57214,-12.6516,-0.560449,-4.80227,-3.62542,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,6,37.487,-7.26228,-2.46305,-1.98953,-1.9175,-6.40837,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,7,32.1297,-4.63451,7.23172,-3.56601,-3.11426,-4.38418,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,8,30.8012,-2.46166,9.65629,-6.60586,-5.56784,-7.97695,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
4,9,27.0706,0.664067,8.23269,-5.71499,-4.20891,-4.22803,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,0,19.7442,0.154103,6.8905,-7.21786,-7.41072,-2.17074,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,1,3.62421,2.33011,-0.860116,-3.45606,-8.00521,-2.98018,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,2,-8.91763,5.23452,-12.164,-3.5977,-5.80715,-3.10895,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,3,-14.5087,5.10956,-21.7445,-6.13736,-5.93011,-4.39747,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,4,-14.487,1.75984,-23.6058,-4.42382,-5.17052,-4.6042,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,5,-15.7849,-4.97875,-20.2965,-3.75747,-5.4987,-2.44739,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,6,-18.5002,-8.26328,-21.511,-4.77751,-6.91876,-3.375,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,7,-20.817,-1.31909,-25.8181,-3.39705,-5.14347,-6.95376,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,8,-28.7183,6.07186,-25.3782,-2.75225,-4.21239,-5.79433,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
5,9,-29.6812,4.21713,-23.4713,-0.923274,-1.72257,-1.45341,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,0,-40.3391,-3.32415,-22.9188,-4.63283,-5.28704,-0.317941,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,1,-55.201,-9.25114,-23.8528,-6.115,-3.56855,-2.61869,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,2,-65.6642,-7.45956,-26.9755,-2.72857,0.430942,-0.871254,-3299.9,2687.43,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,3,-78.6262,-13.9122,-16.9061,-6.66011,0.879617,-1.51499,-3299.9,-3281.21,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,4,-82.4544,-3.19329,-14.4178,-4.74602,4.7078,-1.61069,-3299.9,-3266.66,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,5,-84.096,-1.41073,-0.996723,-2.26152,-5.34388,-4.65349,-3299.9,-3253.16,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,6,-94.7294,4.00457,6.28319,0.767181,-5.22126,-6.72533,-3299.9,-3239.22,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,7,-111.796,3.01642,9.94162,1.87333,-7.43274,-4.14185,-3299.9,-3224.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,8,-129.837,2.23877,12.5551,1.77399,-8.57574,-2.74486,-3299.9,-3210.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
6,9,-154.305,0.838958,15.3436,-0.0892488,-4.85881,-4.09382,-3299.9,-3197.54,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,0,-167.429,6.49719,12.0504,-4.06736,-1.98368,-2.88132,-3299.9,-3183.65,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,1,-133.077,10.2704,12.4192,-1.44018,-1.6345,-5.88833,-3299.9,-3160.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,2,-95.795,11.1167,14.6767,-3.09846,-2.11306,-8.85688,-3299.9,-3142.52,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,3,-60.4516,13.5918,15.9039,0.261178,0.271533,-8.14511,-3299.9,-3128.95,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,4,-23.5167,10.153,14.9131,0.131059,-0.0357738,-5.79815,-3299.9,-3115.74,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,5,12.1033,2.12021,12.3685,-6.52215,-3.50886,0.243752,-3299.9,-3102.64,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,6,44.6559,-5.27293,11.8182,-7.51773,-3.2114,0.576315,-3299.9,-3089.41,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,7,62.6593,-11.6515,16.0009,-5.57802,-1.36197,-5.99779,-3299.9,-3076.79,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,8,69.0895,-9.76999,22.8328,-4.15019,-2.09541,-2.24732,-3299.9,-3063.47,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
7,9,71.5539,-5.78657,23.3792,-3.67612,-2.83934,-1.93683,-3299.9,-3050.82,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,0,69.5571,-9.69955,14.5658,-2.92372,-6.32245,-3.28117,-3299.9,-3038.27,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,1,62.3683,-18.6146,9.66933,-1.11985,-6.96834,-5.10908,-3299.9,-3025.46,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,2,57.2005,-31.5124,-4.40728,-4.49217,-1.90342,-7.09052,-3299.9,-3013.17,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,3,60.3603,-29.1911,-12.9298,-3.06688,-2.01877,-5.55422,-3299.9,-2686.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,4,51.4578,-21.2478,-23.2644,-0.0998285,-5.94242,-3.92731,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,5,33.6568,-13.9742,-27.0926,3.82406,-8.81355,-2.58745,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,6,13.4969,-7.69862,-22.9372,-0.507802,-8.69085,-4.24143,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,7,-16.5644,3.49387,-26.1438,-2.63574,-6.08932,-1.08811,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,8,-48.4098,8.64686,-24.3669,-0.983361,-8.30326,-1.14926,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
8,9,-64.627,13.9336,-21.5714,-1.26066,-6.69165,2.93067,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,0,-73.0089,17.7417,-16.5333,-4.26825,-6.71957,-3.16465,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,1,-74.2431,22.6748,0.608912,-4.71533,-7.64102,-6.21317,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,2,-59.0844,27.5066,8.03294,-0.140671,-6.98439,-4.07866,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,3,-26.269,30.4204,7.66454,-0.334638,-2.83438,-3.66632,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,4,13.2905,25.843,15.8688,-3.42912,-1.16643,-1.43901,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,5,51.9851,13.8614,29.6731,-2.80341,-5.05894,0.687825,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,6,88.84,6.71521,38.5303,-2.18547,-7.17825,-0.0578799,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,7,118.157,10.6401,38.434,-2.73289,-4.01008,0.516347,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,8,136.135,16.9385,30.8083,-2.3051,-1.34851,2.13439,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
9,9,151.858,15.2932,25.7403,-4.47007,-0.951527,1.54271,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,0,165.122,-3.39508,25.1867,-2.73705,0.357305,-8.545,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,1,165.425,-28.9309,16.6643,-1.19318,2.047,-9.21807,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,2,164.932,-50.0286,9.32566,4.47646,-0.888249,-8.5783,-3299.9,2601.38,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,3,157.359,-70.3356,-0.155672,-4.0517,-4.14608,-5.47391,-3299.9,-3281.22,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,4,147.972,-72.5984,-11.218,-11.1983,-4.41824,-7.75316,-3299.9,-3266.86,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,5,124.142,-56.7115,-16.7689,-13.9737,-2.59986,-7.56175,-3299.9,-3251.84,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,6,108.353,-44.2056,-13.6386,-1.58001,-1.05561,-7.0962,-3299.9,-3237.27,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,7,85.5161,-32.2916,-13.2935,-0.302124,-2.2884,-7.04956,-3299.9,-3224.02,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,8,62.5281,-21.9703,-15.0023,0.99985,-3.16869,-7.13093,-3299.9,-3210.82,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
10,9,43.5496,-21.6203,-14.4155,-3.19662,-4.2398,-9.89958,-3299.9,-3197.39,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,0,21.2751,-15.376,-13.3855,-5.70306,-5.24552,-11.6322,-3299.9,-3183.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,1,-16.9328,-15.0444,-12.6274,-3.6209,-1.22451,-9.39559,-3299.9,-3159.53,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,2,-38.3329,-17.2354,-9.6864,-5.38524,-6.60394,-6.95182,-3299.9,-3141.54,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,3,-43.4851,-17.6562,-8.85794,-2.95438,-8.21092,-2.91773,-3299.9,-3128.51,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,4,-43.1198,-20.5542,-5.81709,1.63373,-6.102,-2.40838,-3299.9,-3115.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,5,-41.7699,-26.5253,0.149226,3.83196,-2.41921,-0.536184,-3299.9,-3101.66,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,6,-40.4827,-33.2554,4.36831,1.5787,-0.271744,1.50505,-3299.9,-3088.55,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,7,-33.6595,-34.9293,5.53627,-1.59761,-4.45628,-5.09653,-3299.9,-3076.08,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,8,-26.7467,-32.5757,4.14712,0.213478,-4.81589,-8.33464,-3299.9,-3063.42,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
11,9,-30.3433,-39.7882,3.55203,-4.00859,-2.35384,-5.01286,-3299.9,-3050.07,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,0,-34.7133,-43.1215,0.86651,-5.77096,1.81348,-7.26986,-3299.9,-3038.09,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,1,-38.7843,-40.0747,1.90497,-5.46306,-2.47591,-2.68318,-3299.9,-3025.98,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,2,-44.0687,-31.326,0.529007,-6.515,1.14645,0.0893638,-3299.9,-3013.5,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,3,-52.5386,-28.1729,2.51919,-1.96715,-8.4565,-0.0824287,-3299.9,-2604.2,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,4,-53.6716,-27.6309,5.53493,-8.63189,-2.49321,-1.26641,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,5,-60.4666,-15.8593,5.24782,0.651446,-7.94837,1.79613,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,6,-66.5253,4.656,4.04032,4.78065,1.78277,-0.295464,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,7,-63.155,26.0418,2.44802,1.13251,-1.45855,-1.28685,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,8,-60.5709,38.9484,0.328859,0.50354,-3.75549,-0.507569,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
12,9,-55.347,47.2748,0.515513,1.11976,-2.74253,-6.46434,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,0,-43.5073,58.3646,1.06508,-2.94022,-2.24426,-3.02898,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,1,-30.9322,60.2936,-0.4,-2.21982,-0.808142,-0.236165,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,2,-20.2984,32.3103,-2.13896,-0.20068,-5.49739,-1.38803,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,3,-17.7976,3.48784,-4.25908,-0.610449,-5.49719,-0.491139,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,4,-21.2225,-12.3518,-5.07401,0.1477,-1.46363,-2.37166,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,5,-26.7033,-21.8289,-9.29507,-0.652705,-1.79374,-6.89613,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,6,-34.675,-30.6903,-15.3845,-2.91182,-3.47404,-8.22398,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,7,-45.2604,-37.4486,-19.1343,-2.32223,-2.67769,-6.34769,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,8,-53.2518,-35.0842,-23.6571,-0.75614,-1.62529,-2.48679,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
13,9,-51.7174,-30.8979,-23.5559,-0.46146,-1.14215,1.22559,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,0,-44.3531,-25.9184,-22.0017,-4.63044,-1.4666,2.04008,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,1,-27.3805,-17.6002,-19.5799,0.650313,-1.49629,-1.31188,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,2,-24.9735,-14.8014,-10.1328,4.54524,-2.63307,-1.95616,-3299.9,2515.16,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,3,-41.9365,-12.8384,-8.50578,-1.00817,-4.23674,0.38992,-3299.9,-3281.71,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,4,-60.2437,-6.93718,-10.3418,3.08316,-4.37638,-3.76499,-3299.9,-3267.05,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,5,-70.8669,-16.0291,-4.02531,6.05,-6.57759,-0.798148,-3299.9,-3251.64,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,6,-80.4704,-17.2417,2.38388,4.28922,0.769137,-4.32019,-3299.9,-3238.18,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,7,-67.2402,-12.1478,-1.72729,-0.431102,-4.29025,-3.66793,-3299.9,-3223.55,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,8,-48.2891,0.775619,-1.01124,-0.363566,-0.753469,-0.795967,-3299.9,-3209.97,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
14,9,-29.3868,14.3781,5.74313,0.497774,-3.5276,-3.23124,-3299.9,-3197.27,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,
