Devices
2000
,,EMG_cometa - EMG Channels,,,,,,,,,,,,,,,,
Frame,Sub Frame,EMG01_FDS_right,EMG02_FDS_left,EMG03_biceps_brachii_right,EMG04_biceps_brachii_left,EMG05_trapezius_trans_right,EMG06_trapezius_trans_left,EMG07,EMG08,EMG09,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
143,4,-0.901422,-9.7678,-2.27292,-8.48974,0.175221,-9.58706,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
143,5,-2.14273,-11.5319,-1.21207,-9.59248,-0.0728482,-4.44376,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
143,6,-1.38338,-8.39508,-0.174886,-12.1269,-0.906372,-5.63218,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
143,7,-3.68029,-0.164497,-2.47179,-10.3086,-0.906372,-2.28252,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
143,8,-2.60047,3.47099,-0.172434,-3.33023,4.25321,-3.3413,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
143,9,-3.84983,-3.91134,1.15451,-4.15195,1.70189,-3.42407,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,0,-5.45301,-6.44318,-3.13246,-3.07337,2.9853,-1.49656,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,1,-2.11549,-4.14699,0.226963,0.174634,0.486509,-1.97461,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,2,-1.77197,-3.57167,1.9265,-4.60157,-1.3353,0.293557,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,3,-0.638269,-9.19785,-1.04968,-2.03749,0.00782752,-1.68087,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,4,1.08445,-9.99669,-7.81236,-0.345829,1.76253,-0.660972,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,5,-3.04976,-7.72847,-8.93648,-0.604248,-0.270368,-3.41017,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,6,-4.40152,-8.51545,-3.14281,0.148729,-3.40569,-4.24703,-3299.9,-216.656,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,7,-1.59402,-4.84814,0.704956,0.317859,-4.04405,-1.09992,-3299.9,-3277.27,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,8,-0.722425,-1.4095,1.79938,2.11877,-3.17456,-2.84982,-3299.9,-3263.36,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
144,9,-0.580571,-3.25285,2.67983,1.99545,-2.17629,-5.24282,-3299.9,-3249.61,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,0,-0.642233,-4.47937,-0.0446081,-3.08878,-2.76132,-2.45016,-3299.9,-3235.52,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,1,-3.15046,-8.15765,-4.24399,-3.10759,-5.46705,-3.55325,-3299.9,-3221.59,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,2,-4.67102,-3.14001,-4.731,-3.65153,-5.53442,-6.19523,-3299.9,-3207.36,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,3,-2.61546,1.44741,-2.82773,-6.45716,-7.6005,-5.80257,-3299.9,-3193.38,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,4,-8.67906,-6.29349,-5.6529,-5.86213,-8.79692,-9.46944,-3299.9,-3180.25,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,5,-8.05232,-2.76763,-3.6256,0.578205,-4.31272,-3.28825,-3299.9,-3167.55,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,6,-6.88887,3.88159,-1.65308,-4.05508,-8.2163,-4.93418,-3299.9,-3154.12,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,7,-5.3576,-2.43491,-5.28986,-7.30903,-4.57953,-2.35015,-3299.9,-3139.96,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,8,-3.63709,-2.5177,-3.82603,-11.8862,-6.13782,-3.4499,-3299.9,-3112.94,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
145,9,0.0538609,-1.44411,0.210309,-8.87543,-6.2439,-6.92449,-3299.9,-3100.17,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,0,-6.00007,-4.09647,-1.99784,-5.33436,-6.83513,-4.64888,-3299.9,-3086.28,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,1,-6.45639,-4.55311,-2.83554,-5.44841,-5.83643,-7.62523,-3299.9,-3074.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,2,-1.10646,-7.51008,-4.11182,-5.19292,-1.36943,-6.1776,-3299.9,-3061.22,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,3,-1.79532,-3.90689,-4.25405,-5.45211,0.656324,-7.42109,-3299.9,-3048.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,4,-1.76046,-1.94164,-1.22884,-2.61057,0.906372,-7.45649,-3299.9,-3035.87,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,5,-0.513338,-3.26251,-0.132173,-4.7703,0.311922,-8.55387,-3299.9,-3023.4,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,6,-0.53624,-5.00009,-2.08234,-9.19452,-0.100708,-6.5648,-3299.9,-3010.82,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,7,-0.906372,-5.74036,-0.803857,-10.9717,-1.18834,-4.61974,-3299.9,90.2471,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,8,-1.8395,-3.25202,-2.26339,-9.81296,-2.8495,-8.18133,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
146,9,-4.08588,-0.219001,-6.72505,-8.98114,-1.71095,-9.65356,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,0,-4.63868,-2.33077,-4.09556,-8.95625,1.52092,-2.66086,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,1,-2.5177,-7.30771,-1.09868,-6.63551,2.6988,3.40131,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,2,-1.78508,-9.86009,-0.63796,-6.5577,2.89287,0.466802,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,3,0.0763653,-8.62698,-2.80171,-1.60307,-0.444272,-1.33355,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,4,-1.58231,-9.99855,-4.58895,-7.16487,-4.77633,-2.6463,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,5,-0.692744,-8.75599,-3.32897,-6.75425,-4.60053,0.380207,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,6,0.178099,-6.8576,-5.17008,3.64119,-6.08085,2.04436,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,7,-4.70283,-9.25021,-1.5333,-2.57961,-2.53979,0.513091,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,8,-2.25993,-6.12589,-5.4109,-2.04764,-4.5154,2.78663,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
147,9,-1.03335,-5.76152,-2.84573,0.419253,-0.306501,0.757499,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,0,-0.395635,-2.84618,-5.66725,-1.33799,-1.67129,-2.64601,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,1,-3.98762,-10.6487,-5.12222,2.93489,-4.17738,-4.34433,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,2,-5.23516,-9.63505,-6.18607,3.9788,-0.226323,-4.63257,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,3,-4.21573,-7.57861,-4.54336,0.562217,-1.49529,-4.63257,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,4,-0.731187,-6.49918,-1.73733,2.67462,1.0572,-4.63257,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,5,-2.0989,-2.05602,-4.4916,0.966139,-0.484375,-4.63257,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,6,-2.36577,-4.47462,-6.88425,-0.463684,-2.47972,-4.63257,-3299.9,-302.543,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,7,-1.70795,-7.15845,-3.44094,-0.498939,-4.01861,-4.63257,-3299.9,-3277.02,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,8,-2.06675,-4.59195,-0.641847,-2.31181,-3.9125,-4.63257,-3299.9,-3262.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
148,9,-3.19446,-3.54435,-0.0663708,-2.78261,-2.89329,-4.63257,-3299.9,-3248.31,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,0,-3.35438,-3.09461,0.654844,-1.00572,-5.10102,-4.63257,-3299.9,-3233.95,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,1,0.536185,-2.42489,-1.7513,-0.368907,-2.80915,-4.63257,-3299.9,-3220.48,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,2,-0.931069,-3.82614,-2.39153,-3.1945,1.53916,-4.63257,-3299.9,-3207.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,3,-1.42967,-5.93696,-2.03616,-4.93662,-1.0074,-4.63257,-3299.9,-3193.82,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,4,-1.98882,-11.0346,0.302124,-2.21622,-0.935874,-4.63257,-3299.9,-3180.25,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,5,-2.2458,-5.70007,0.553884,-0.694878,-2.78961,-4.63257,-3299.9,-3166.78,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,6,-0.846829,-6.29963,2.65262,-2.00657,-2.67984,-4.80991,-3299.9,-3153.51,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,7,-3.52446,-7.34794,-0.505189,5.73433,-5.74239,-8.15278,-3299.9,-3138.95,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,8,-3.04585,-1.7003,-2.99398,-3.35933,-8.80552,-1.26074,-3299.9,-3112.15,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
149,9,-4.01986,-1.22834,-3.84822,-2.10201,-12.1404,0.727734,-3299.9,-3099.69,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,0,-2.75655,-8.32825,-7.0157,-2.25657,-8.113,-6.38494,-3299.9,-3086.73,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,1,-1.30605,-2.78202,-6.58378,-4.98191,-3.31285,-9.99633,-3299.9,-3073.14,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,2,-1.53749,-5.95727,-1.79821,-5.10924,-4.74103,-2.39084,-3299.9,-3060.74,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,3,-1.21665,-2.03307,-0.514433,-0.759282,-4.76047,-3.80252,-3299.9,-3048.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,4,-9.22785,-2.59159,0.382244,-2.87312,-4.23385,-2.5137,-3299.9,-3035.42,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,5,-7.27626,-3.64293,1.69629,-5.54232,-5.28352,-2.54696,-3299.9,-3022.67,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,6,-4.34865,-2.82153,1.10039,-2.37319,-5.76368,-4.79643,-3299.9,-3010.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,7,-3.86561,-4.65024,-0.610675,2.8383,-2.08756,-4.16693,-3299.9,172.682,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,8,-1.09018,-4.42328,-4.10929,-1.58946,0.0281435,-4.86026,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
150,9,-1.49314,-2.97757,-6.16997,-7.79353,-1.06238,-6.24914,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,0,-3.25156,-6.20846,-6.21841,-2.49749,-1.4037,-3.68703,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,1,-3.53638,-7.84993,-7.86799,0.547043,-3.06895,-4.82333,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,2,-7.51943,-5.50303,-2.91709,-2.42926,-2.59043,-8.78389,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,3,-3.18712,-1.34773,0.159924,-0.995241,-2.67174,-4.89026,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,4,-3.93702,-3.65386,-2.59327,-2.02048,-3.094,-3.79558,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,5,-4.52113,-2.7513,-1.60235,-2.2401,3.18499,-1.09947,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,6,-4.67157,-2.95827,0.829631,-7.95807,-4.66459,-2.65615,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,7,-8.59458,-1.92643,-2.13433,-1.3575,-3.54424,-1.63007,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,8,0.211782,-3.64941,-4.7188,-7.77082,-6.12872,-4.11882,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
151,9,-2.13893,-8.66392,1.47533,-5.13058,-1.48905,-0.572164,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,0,-0.428969,-9.85592,-2.20692,-2.84596,-0.402029,-8.41282,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,1,-0.426437,-6.7128,-0.558995,0.169566,-1.76791,-4.96417,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,2,0.79575,-5.10106,-4.5093,-1.86934,1.09514,-0.464037,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,3,-4.00555,-4.33401,-6.65603,-1.71916,1.90059,1.10423,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,4,-3.35347,-5.19178,-4.49125,-2.77048,-2.23899,-6.52857,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,5,-0.930759,-5.5561,-4.45102,-5.24449,-2.24222,-12.0484,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,6,-4.58965,-6.28445,-2.30325,-5.38555,-4.40409,-8.98588,-3299.9,-387.925,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,7,-3.02045,-4.27546,-1.02823,-4.06704,-5.86499,-7.48623,-3299.9,-3275.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,8,0.969511,-1.48,-2.33901,0.559107,-4.8182,-7.53226,-3299.9,-3260.89,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
152,9,-0.851591,-1.74675,-4.04405,1.85956,-3.66906,-6.32002,-3299.9,-3246.4,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,0,-1.34196,-2.95451,-6.23298,-3.52236,-2.14885,-7.40507,-3299.9,-3232.51,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,1,0.672376,-2.4703,-5.49154,-4.35533,-1.79023,-8.32618,-3299.9,-3218.73,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,2,2.13434,1.91215,-3.56372,-4.15748,-0.667522,-7.70303,-3299.9,-3205.23,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,3,2.01856,4.96938,-4.50862,-3.0979,-3.59069,-2.679,-3299.9,-3191.03,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,4,-2.62318,-1.38843,0.903985,-2.86724,-0.280963,-0.557798,-3299.9,-3177.13,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,5,-1.46335,-6.35157,1.51236,2.94249,-1.2085,2.92762,-3299.9,-3163.65,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,6,-0.0533114,-9.10791,2.16955,-2.48079,-1.67422,-4.63941,-3299.9,-3150.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,7,3.57456,-2.37547,-0.061934,-3.37728,-8.45833,-12.0563,-3299.9,-3137.96,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,8,0.033498,-6.49076,-4.36864,-0.123324,-1.3762,-3.06007,-3299.9,-3124.18,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
153,9,-0.100708,-3.23916,-3.05832,-1.56564,-3.5023,-0.0483174,-3299.9,-3098.98,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,0,-2.88774,-1.00445,1.5213,-0.753993,-8.16803,0.288511,-3299.9,-3084.83,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,1,-2.50245,-4.80952,-3.36663,-9.22383,-3.85474,-0.108332,-3299.9,-3070.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,2,-4.47474,-3.27355,-0.00730038,-10.7161,-0.252306,0.954901,-3299.9,-3057.79,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,3,-2.25274,-0.859761,1.19366,-9.13266,0.215203,-2.65543,-3299.9,-3045.92,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,4,-7.14506,0.402311,-2.04501,-7.41981,0.369031,-4.22974,-3299.9,-3032.83,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,5,-6.38479,-1.34359,-3.81172,-3.37182,-1.35878,-4.78843,-3299.9,-3020.35,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,6,-3.6288,-4.73014,-4.84079,0.38957,-0.1206,-0.969721,-3299.9,-3008.47,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,7,-2.22989,-5.45941,-3.03957,0.621992,0.826841,1.74694,-3299.9,255.808,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,8,-2.57343,-6.89178,-1.55216,-2.27893,0.0470668,-0.291067,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
154,9,-4.63379,-4.92372,-1.38199,-4.53186,0.142771,-0.768843,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,0,-3.22512,0.816955,-0.243302,-3.34595,1.83205,-1.04168,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,1,-1.07176,-0.842542,0.691904,-1.37332,3.86322,-6.17581,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,2,-5.50122,-3.43295,4.65508,-1.45651,2.59432,-6.58691,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,3,-9.18351,-6.26235,3.90729,-1.22101,1.99384,-0.0447202,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,4,-7.80528,-4.00344,-1.50435,-1.46888,-2.83825,-2.17365,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,5,2.24179,-1.38583,0.431286,-4.31403,1.27958,0.166356,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,6,-2.2746,-1.18738,-0.164057,-4.41382,-3.56592,-2.44298,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,7,-5.67319,-0.987784,-1.10274,2.43629,3.91133,-4.03947,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,8,-2.51494,-4.81596,-5.60085,-1.39189,3.14569,0.171523,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
155,9,-4.73585,-2.89409,-2.86497,-2.25266,1.54512,-3.68632,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,0,0.944726,2.89705,1.94472,-2.05303,2.02418,-3.3263,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,1,-0.752476,-2.81098,-5.90474,-7.97209,-3.01557,-5.53963,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,2,-3.64157,-3.21904,-4.95568,-9.34288,-1.71892,-4.72081,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,3,-6.22174,-4.44811,-3.40161,-2.67358,-3.40757,-1.34802,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,4,-6.40694,-3.54515,-5.1541,-2.74251,-2.16281,-2.84322,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,5,-6.39413,-3.00803,-6.58233,-6.66319,-3.61719,-1.18048,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,6,-3.25532,-5.25801,-5.05847,-6.93023,-6.69486,-2.85964,-3299.9,-472.898,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,7,0.512537,-6.05722,-5.72986,-4.14902,-3.21516,-5.59642,-3299.9,-3272.83,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,8,-3.53766,-3.81034,-3.54424,-2.08818,-1.0928,-7.36299,-3299.9,-3258.33,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
156,9,-5.69184,-1.00412,-0.588864,-0.372419,-3.12503,-11.0869,-3299.9,-3244.15,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
157,0,-1.11985,0.0886473,-0.807967,-3.10375,-0.908675,-10.6035,-3299.9,-3229.54,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
157,1,-2.00903,-1.55295,2.01929,-8.34722,-0.0442574,-5.01295,-3299.9,-3215.96,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
157,2,-0.366414,-3.46936,0.918565,-2.76377,-3.25718,-4.73866,-3299.9,-3202.58,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
157,3,4.03629,-1.21161,-0.611181,0.71085,0.23695,-6.3446,-3299.9,-3188.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
