Devices
2000
,,EMG_cometa - EMG Channels,,,,,,,,,,,,,,,,
Frame,Sub Frame,EMG01_FDS_right,EMG02_FDS_left,EMG03_biceps_brachii_right,EMG04_biceps_brachii_left,EMG05_trapezius_trans_right,EMG06_trapezius_trans_left,EMG07,EMG08,EMG09,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
3,4,-1.27496,-4.69052,-0.980255,-4.15393,-6.65021,1.32788,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
3,5,-3.91798,-2.23404,-3.54015,-2.60766,-2.72835,3.01893,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
3,6,-6.21399,-2.56581,-5.29519,-4.50989,-3.18248,-0.193314,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
3,7,-3.52918,-4.94845,-5.21847,-7.66757,-5.06292,0.812816,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
3,8,-0.748325,-5.66561,-4.97691,-7.52714,-3.87684,1.55628,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
3,9,-1.13585,-6.22847,-4.41123,-6.19676,-1.48705,-2.03408,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,0,-2.4811,-7.13497,-3.3488,-5.48704,-1.96019,-2.9836,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,1,-3.05561,-5.62041,-2.89633,-4.41645,-3.17144,-1.61521,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,2,-4.58172,0.0534589,-2.57476,-2.17913,-2.20757,0.196016,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,3,-2.79143,-2.32382,-3.04963,-6.91025,-2.17609,-2.64547,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,4,-3.56765,-8.48715,-1.53327,-8.21027,-1.67668,-3.56511,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,5,0.225923,-9.51678,-1.90035,-4.35373,-7.40021,-1.12089,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,6,-2.26035,-8.9055,-0.745528,0.529013,-2.02348,-3.06772,-3299.9,2802.52,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,7,-8.6992,-5.79782,-4.94253,-6.45199,-0.966447,-8.521,-3299.9,-3275.85,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,8,0.96695,-7.90332,-5.22964,-3.00663,-3.16765,-7.08543,-3299.9,-3261.68,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
4,9,0.555178,-6.46264,-2.90354,-4.04051,1.35057,-0.703046,-3299.9,-3233.42,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,0,-2.76463,-2.01648,0.195742,0.110765,1.35872,-2.93962,-3299.9,-3219.03,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,1,-6.13905,-1.99319,-0.145682,-0.961555,-0.607283,-4.7399,-3299.9,-3205.4,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,2,-5.41596,-5.01278,-2.57346,2.37193,-1.86862,-3.23399,-3299.9,-3191.25,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,3,-4.15558,-6.94084,-0.949782,0.271376,-2.70142,-3.15903,-3299.9,-3177.5,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,4,-4.78331,-5.84875,1.40222,-2.20436,-2.10075,-3.18673,-3299.9,-3163.84,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,5,-6.56636,-6.27572,-3.07668,-3.00976,-0.509117,-3.88169,-3299.9,-3150.6,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,6,-4.26136,-7.94009,-3.11117,-4.28811,-2.18921,-3.2809,-3299.9,-3137.23,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,7,-3.24016,-6.79523,-1.65264,-1.88453,-1.10247,-5.50275,-3299.9,-3124.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,8,-2.97802,-5.42591,-5.11774,3.08402,0.878601,-6.94982,-3299.9,-3111.6,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
5,9,-0.774562,-4.9177,-6.16566,2.91286,-0.910207,-5.76954,-3299.9,-3098.06,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,0,-0.487876,-4.59278,-1.99302,0.348874,-3.66652,-5.25248,-3299.9,-3084.87,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,1,-1.67791,-5.74119,0.436959,0.511068,-5.50565,-6.3262,-3299.9,-3072.44,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,2,-2.18048,-5.05806,-1.02737,-1.64865,-5.43823,-8.03192,-3299.9,-3059.31,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,3,-2.58643,-3.43108,-3.54638,-3.00665,-3.90152,-2.33424,-3299.9,-3046.92,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,4,-1.66483,-1.93207,-0.183807,-4.13901,0.934296,-7.5152,-3299.9,-3033.97,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,5,-5.32652,-0.390856,1.12787,-1.75413,-0.182635,-9.8885,-3299.9,-3020.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,6,-3.91934,3.80097,-3.33959,-0.721502,-0.314058,-2.61157,-3299.9,-3005.66,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,7,-3.87595,-2.19661,-10.0008,-0.899833,-10.3651,-1.5832,-3299.9,-2750.06,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,8,-5.31151,-4.58922,-2.05737,-0.708424,-4.24,-6.65554,-3299.9,3192.14,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
6,9,-2.51782,-4.72656,-2.57138,-5.68643,-3.00115,-0.356117,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,0,0.264364,2.74171,-3.4193,-3.55082,2.6857,0.990587,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,1,-3.09106,-1.48084,-2.349,-4.23047,-3.21069,-8.46643,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,2,-2.48423,-2.35974,-2.66773,-3.72032,-5.47963,-8.3984,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,3,-0.117479,-4.46163,-4.81721,-2.63705,1.73136,-8.44704,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,4,1.7768,-5.16784,-0.296926,0.304723,-0.879837,-2.66016,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,5,-0.242531,-0.4023,-1.4035,-2.07172,-1.91602,-1.30664,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,6,2.59255,-0.455159,-0.829529,-7.07737,-3.99717,-5.71185,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,7,2.72563,-3.17248,-2.06883,-5.2251,-4.6934,-5.18214,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,8,-1.21842,2.24412,-1.30608,-2.93882,-6.31549,-2.71354,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
7,9,-2.89494,2.11139,-0.496924,-2.76638,-6.49588,-6.43704,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,0,-3.27776,-4.51382,-4.59646,-0.656504,-1.8688,-9.22429,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,1,-1.04648,1.27437,-4.31904,0.374583,-0.914353,-6.88665,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,2,1.01915,2.66486,-1.93999,0.788178,-3.21361,-4.91782,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,3,-6.82764,-6.75881,-1.70141,-1.7246,-5.03121,1.77967,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,4,-7.11122,-3.96217,-4.32533,-6.09418,-3.12015,-0.0336604,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,5,3.95548,-7.03806,-6.41874,-8.20993,-0.907666,-2.70705,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,6,3.69137,1.38401,-8.08277,-8.88754,-3.52232,0.967998,-3299.9,2716.51,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,7,-0.943158,-2.91517,-1.20993,-5.95998,-4.45329,5.33966,-3299.9,-3276.28,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,8,-4.29282,-0.331152,-3.69824,-3.95019,-2.5392,-4.4222,-3299.9,-3262.59,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
8,9,-3.57326,1.87477,-3.91549,0.994059,-7.72331,-0.0834274,-3299.9,-3233.85,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,0,-8.36562,-6.59178,-4.46548,-4.69702,-7.967,-0.963971,-3299.9,-3220.28,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,1,-5.57735,-4.94528,-2.16189,-1.96792,-6.09382,0.585045,-3299.9,-3205.96,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,2,-8.59805,-5.86464,0.358556,-3.22052,-7.01457,-2.75698,-3299.9,-3191.81,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,3,-7.70139,0.547859,0.010756,1.34896,-4.66484,-3.20375,-3299.9,-3178.79,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,4,-3.15021,2.99016,-0.580649,0.197439,-5.60624,-3.92645,-3299.9,-3164.95,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,5,-0.892891,1.47018,-1.15735,-1.56018,-3.34318,-2.32699,-3299.9,-3152.05,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,6,-3.46621,-0.468987,0.021068,-4.25734,-1.67095,2.36895,-3299.9,-3139.2,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,7,-1.72403,-2.73787,-0.249195,-4.35777,-2.09438,1.99371,-3299.9,-3125.88,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,8,-0.922095,-2.78789,-3.04581,-2.27698,-0.779625,-0.402832,-3299.9,-3112.63,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
9,9,-2.29725,-4.45512,-4.61092,-2.98287,1.21867,-2.85658,-3299.9,-3099.08,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,0,-2.47266,-6.25606,-3.7759,-2.5762,-1.04255,-2.81257,-3299.9,-3085.44,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,1,-2.41463,-3.63482,-3.02435,1.25244,-5.34375,-0.581341,-3299.9,-3072.88,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,2,1.06686,-4.14093,-1.65369,0.462897,-5.00028,-3.70354,-3299.9,-3060.39,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,3,-1.0363,-3.95221,2.95126,-2.01265,-2.11567,0.262162,-3299.9,-3046.84,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,4,-1.18941,-3.69519,3.73609,3.20458,-0.0821242,-1.87204,-3299.9,-3034.55,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,5,-3.83862,-2.8854,-3.82835,10.4681,-5.50543,-3.67828,-3299.9,-3021.53,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,6,-2.79583,-6.29184,-4.09553,2.22994,-3.333,3.42906,-3299.9,-3007.31,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,7,-3.63484,-6.52732,-0.906372,3.27292,-1.82245,-5.25534,-3299.9,-2688.81,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,8,-5.93174,-1.93351,-0.906372,2.22017,-8.33035,-7.74365,-3299.9,3273.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
10,9,1.58751,-7.82251,-1.2876,-7.21986,-9.78838,-5.75306,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,0,-2.77201,-9.0604,-0.586763,-7.66421,-6.6184,-7.44575,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,1,0.856414,-10.7852,-0.162334,-8.50682,-2.23472,-8.67743,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,2,2.57491,-10.5961,-0.582497,-4.80658,-5.04374,-9.98648,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,3,1.23864,-9.04304,-1.75908,-5.18221,-2.32763,-7.48632,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,4,-1.12261,-8.34931,-2.39603,-6.41285,-3.00565,-8.37359,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,5,-4.00266,-3.62264,-5.91266,-11.0564,-4.93679,-5.90005,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,6,-2.24247,-2.13262,-6.18713,-7.30547,-5.05667,-6.66096,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,7,-3.28728,-4.09128,-2.26152,-6.26309,-4.40159,-8.35876,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,8,-3.98066,-7.54941,-1.96065,-9.26437,-0.00630569,-6.34768,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
11,9,-2.48722,-6.71039,-3.16812,-8.09355,-0.0361433,-5.05482,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,0,-2.77955,-3.92722,-2.27595,-4.95519,-3.5253,-3.20341,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,1,-3.45971,-5.45822,-0.895436,-4.20503,-1.60152,-1.52702,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,2,-4.25899,-3.54259,0.783291,-7.41475,-1.85191,-4.49906,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,3,-2.79423,-1.71666,-1.20486,-9.8149,-1.36303,-0.881112,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,4,-3.40954,-5.03025,1.5477,-6.30581,-4.81545,-0.785408,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,5,-7.59573,-1.47092,-1.2693,-7.01613,-5.04187,-0.796472,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,6,-7.74337,-1.90499,-3.8777,-4.72614,-0.184484,-1.3707,-3299.9,2630.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,7,3.01599,-2.89222,1.02282,-1.10779,-1.79701,-2.00787,-3299.9,-3277.97,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,8,2.90334,-6.04054,1.30533,-1.11505,-1.51449,-3.73007,-3299.9,-3263.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
12,9,-3.89304,-5.27475,-0.226248,-3.98676,-3.04607,-5.26165,-3299.9,-3234.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,0,2.77443,-1.59829,-0.120198,-7.03985,-0.0291986,-6.52005,-3299.9,-3220.23,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,1,-2.14856,0.424739,1.01677,-2.1941,-1.41707,-2.60662,-3299.9,-3206.97,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,2,1.4116,-0.509387,-3.48696,1.28139,-1.2263,-2.72301,-3299.9,-3192.63,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,3,-0.0646925,-3.53996,-3.49328,-1.35251,-4.44971,-3.83196,-3299.9,-3178.84,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,4,-2.18346,-1.23844,-1.84486,-1.92035,-3.41046,-4.12903,-3299.9,-3165.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,5,-4.49965,-4.05387,-2.8919,-3.69041,-4.23229,-0.0403934,-3299.9,-3152.12,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,6,-3.73185,-5.93919,-5.06693,-6.9272,-4.52669,-1.54167,-3299.9,-3139.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,7,-3.905,-6.97101,-3.14484,-7.96719,-2.11523,0.211853,-3299.9,-3125.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,8,-2.94822,-8.82183,-1.41572,-5.82014,-0.860087,1.43644,-3299.9,-3112.96,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
13,9,-0.134377,-10.5866,-3.79665,-2.32885,-1.16256,-2.21186,-3299.9,-3099.96,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
14,0,-2.49067,-12.0914,-5.14206,-1.16162,-0.534793,-4.21088,-3299.9,-3086.88,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
14,1,-7.95534,-11.8629,-2.78509,-0.656681,0.19435,-4.40229,-3299.9,-3073.69,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
14,2,-8.24388,-7.83738,-1.80309,1.09532,0.401976,-4.53186,-3299.9,-3060.08,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
14,3,-5.96694,-3.79952,-4.06016,-2.27037,1.05003,-3.67658,-3299.9,-3047.83,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
14,4,-2.77573,-9.35106,-3.39477,-3.11649,0.469438,-1.04118,-3299.9,-3035.35,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
14,5,-0.588517,-11.6024,1.53702,-4.9826,-0.976516,-1.43703,-3299.9,-3022.18,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
14,6,-1.76584,-9.78541,0.746042,-6.49911,-10.8961,-6.81797,-3299.9,-3009.63,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
