,time,Force_Fx1,Force_Fy1,Force_Fz1,Moment_Mx1,Moment_My1,Moment_Mz1,Force_Fx2,Force_Fy2,Force_Fz2,Moment_Mx2,Moment_My2,Moment_Mz2,Force_Fx3,Force_Fy3,Force_Fz3,Moment_Mx3,Moment_My3,Moment_Mz3,Force_Fx4,Force_Fy4,Force_Fz4,Moment_Mx4,Moment_My4,Moment_Mz4,Force_Fx5,Force_Fy5,Force_Fz5,Moment_Mx5,Moment_My5,Moment_Mz5,Raw_Pin 1,Raw_Pin 2,Raw_Pin 3,Raw_Pin 4,Raw_Pin 5,Raw_Pin 6,Raw_Pin 7,Raw_Pin 8,Raw_Pin 9,Raw_Pin 10,Raw_Pin 11,Raw_Pin 12,Raw_Pin 13,Raw_Pin 14,Raw_Pin 15,Raw_Pin 16,Raw_Pin 41,Raw_Pin 42,Raw_Pin 43,Raw_Pin 44,Raw_Pin 45,Raw_Pin 46,Raw_Pin 47,Raw_Pin 48,Raw_Pin 49,Raw_Pin 50,Raw_Pin 51,Raw_Pin 52,Raw_Pin 53,Raw_Pin 54,Raw_Pin 55,Raw_Pin 56,Raw_Pin 57,Raw_Pin 58,Raw_Pin 59,Raw_Pin 60,Raw_Pin 61,Raw_Pin 62,Raw_Pin 63,Raw_Pin 64,Voltage_EMG01_r_gastro,Voltage_EMG02_r_soleus,Voltage_EMG03_r_rect_fem,Voltage_EMG04_r_tfl,Voltage_EMG05_r_semimemb,Voltage_EMG06_l_gastro,Voltage_EMG07_l_soleus,Voltage_EMG08_l_rect_fem,Voltage_EMG09_l_tfl,Voltage_EMG10_l_semimemb,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used,Voltage_not_used
0,0.722,63.36497497558594,164.83383178710938,-915.425537109375,-25449.8046875,36132.5234375,6768.87109375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3741455078125,-0.59478759765625,-1.4996337890625,-1.02294921875,1.29486083984375,0.6170654296875,0.52459716796875,0.9417724609375,-0.02166748046875,0.0091552734375,-0.0689697265625,-0.009765625,-0.0103759765625,-0.00823974609375,-0.00518798828125,-0.00030517578125,-0.0091552734375,0.00213623046875,-0.02166748046875,0.00091552734375,-0.0030517578125,-0.0048828125,-0.0048828125,-0.00640869140625,-0.0146484375,0.00579833984375,-0.01800537109375,0.01556396484375,0.0030517578125,0.00091552734375,-0.00213623046875,-0.020751953125,-0.00335693359375,-0.00732421875,0.0,-0.006103515625,-0.00335693359375,-0.00885009765625,-0.00732421875,0.00213623046875,-0.08342467993497849,0.13631561398506165,-0.11058593541383743,0.008971252478659153,0.02559204027056694,0.045738525688648224,0.0016940308269113302,0.07573028653860092,0.02863464318215847,-0.01105499267578125,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299,0.03434997424483299
1,0.723,60.59429931640625,168.5633087158203,-985.582763671875,-23824.41796875,39257.2578125,7564.158203125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.31646728515625,-0.6103515625,-1.517333984375,-1.06201171875,1.37603759765625,0.6500244140625,0.57281494140625,1.03759765625,-0.0299072265625,0.01220703125,-0.08636474609375,-0.0042724609375,-0.01129150390625,-0.0067138671875,-0.00640869140625,0.008544921875,-0.00946044921875,0.003662109375,-0.01739501953125,0.00244140625,0.00030517578125,-0.001220703125,-0.00457763671875,0.00579833984375,-0.015869140625,0.0018310546875,-0.03021240234375,0.01617431640625,0.00030517578125,-0.006103515625,-0.0079345703125,-0.00457763671875,0.00213623046875,-0.00579833984375,0.00244140625,-0.0091552734375,0.00152587890625,-0.006103515625,-0.00579833984375,-0.010986328125,1.108286738395691,1.4084408283233643,0.06397461146116257,0.17849640548229218,-0.013623046688735485,0.06832153350114822,-0.0024258422199636698,0.05177398771047592,0.03458557277917862,-0.01731109619140625,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299,0.05357604846358299
2,0.724,60.835227966308594,154.30706787109375,-1072.4085693359375,-25002.0,42610.875,8145.94287109375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3094482421875,-0.62103271484375,-1.43096923828125,-0.931396484375,1.4935302734375,0.703125,0.6280517578125,1.13128662109375,-0.02777099609375,0.01068115234375,-0.0836181640625,0.003662109375,-0.015869140625,-0.0054931640625,-0.0091552734375,-0.00030517578125,-0.0146484375,0.0042724609375,-0.01800537109375,0.01434326171875,-0.0067138671875,-0.0018310546875,-0.00946044921875,-0.00885009765625,-0.0128173828125,0.01434326171875,-0.0189208984375,0.01953125,0.00640869140625,-0.0030517578125,-0.00274658203125,-0.00823974609375,0.00244140625,-0.00579833984375,-0.00091552734375,-0.0067138671875,-0.00579833984375,-0.006103515625,-0.00244140625,-0.00457763671875,-0.5790301561355591,0.6885311603546143,0.16163085401058197,-0.313904732465744,-0.17109374701976776,0.004844970535486937,0.047470398247241974,0.008286437951028347,0.03809509426355362,-0.00373077392578125,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799,0.04274230822920799
3,0.725,46.54015350341797,133.39389038085938,-1161.9710693359375,-29878.177734375,48342.87109375,9166.6201171875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.16357421875,-0.54962158203125,-1.2744140625,-0.7696533203125,1.6497802734375,0.75653076171875,0.65155029296875,1.22772216796875,-0.0372314453125,0.02410888671875,-0.09735107421875,0.0189208984375,-0.0115966796875,-0.00335693359375,-0.00579833984375,0.00244140625,-0.01312255859375,0.00701904296875,-0.01434326171875,0.00091552734375,-0.00213623046875,-0.0048828125,-0.006103515625,-0.00091552734375,-0.01495361328125,0.00091552734375,-0.0213623046875,0.01495361328125,-0.00335693359375,-0.0048828125,-0.0140380859375,-0.00518798828125,-0.00244140625,-0.00396728515625,-0.003662109375,-0.009765625,-0.00457763671875,-0.00640869140625,-0.008544921875,-0.0006103515625,-1.452901005744934,-1.1516788005828857,0.04581664875149727,0.015379943884909153,-0.13889770209789276,0.024833984673023224,0.06883270293474197,0.00035186766763217747,0.05198059231042862,-0.01181793212890625,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142,0.025194702669978142
4,0.726,33.38948440551758,95.29705810546875,-1243.15771484375,-35235.33984375,53288.70703125,9862.353515625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0531005859375,-0.460205078125,-1.01104736328125,-0.45318603515625,1.79779052734375,0.80718994140625,0.6744384765625,1.304931640625,-0.04486083984375,0.03662109375,-0.098876953125,0.03326416015625,-0.0238037109375,-0.0018310546875,-0.00885009765625,-0.00335693359375,-0.01007080078125,0.00335693359375,-0.020751953125,0.00457763671875,-0.00701904296875,-0.00579833984375,-0.01190185546875,-0.0079345703125,-0.01495361328125,-0.00885009765625,-0.0213623046875,0.01739501953125,0.00091552734375,-0.0030517578125,0.0,0.0030517578125,0.001220703125,-0.00457763671875,-0.00274658203125,-0.00762939453125,-0.006103515625,-0.00732421875,-0.006103515625,-0.001220703125,-0.8945819139480591,-1.6709353923797607,-0.08510375767946243,0.07046417146921158,-0.11997680366039276,0.055504150688648224,0.058456726372241974,0.03407379239797592,0.04862365871667862,0.00588226318359375,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142,0.030077515169978142
5,0.727,29.514554977416992,57.500972747802734,-1310.992919921875,-39912.4921875,56970.72265625,10160.21875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.037841796875,-0.41656494140625,-0.7659912109375,-0.12298583984375,1.91741943359375,0.85540771484375,0.694580078125,1.3665771484375,-0.0469970703125,0.04608154296875,-0.0994873046875,0.0421142578125,-0.0250244140625,-0.00335693359375,-0.01190185546875,-0.00518798828125,-0.00946044921875,-0.00335693359375,-0.0250244140625,0.00518798828125,-0.0115966796875,-0.00518798828125,-0.00518798828125,-0.009765625,-0.0164794921875,0.003662109375,-0.0177001953125,0.0189208984375,-0.001220703125,0.00030517578125,-0.01495361328125,-0.00396728515625,0.0006103515625,0.0152587890625,0.00244140625,-0.00885009765625,-0.008544921875,-0.009765625,-0.00335693359375,-0.0042724609375,0.20481383800506592,-0.5163028240203857,0.03956054523587227,0.20413117110729218,-0.09937743842601776,0.006523437332361937,0.024734802544116974,0.04399200528860092,0.01139221154153347,0.04097747802734375,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799,0.03267150744795799
6,0.728,29.213394165039062,34.322052001953125,-1376.34033203125,-42831.55859375,60473.61328125,10163.5078125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05645751953125,-0.39337158203125,-0.62469482421875,0.0885009765625,2.02117919921875,0.89874267578125,0.7177734375,1.436767578125,-0.05157470703125,0.04180908203125,-0.10345458984375,0.0579833984375,-0.01953125,-0.0018310546875,-0.01678466796875,0.0067138671875,-0.010986328125,0.0042724609375,-0.0201416015625,0.003662109375,-0.00457763671875,-0.0018310546875,-0.00518798828125,-0.00762939453125,-0.018310546875,0.00518798828125,-0.01617431640625,0.0189208984375,-0.0079345703125,-0.00396728515625,-0.0091552734375,-0.00274658203125,0.00152587890625,-0.00335693359375,0.0018310546875,-0.00701904296875,-0.00640869140625,-0.003662109375,-0.00335693359375,-0.001220703125,1.229899287223816,0.8089230060577393,0.06656860560178757,0.419280081987381,-0.07618407905101776,-0.015754394233226776,0.034958191215991974,0.014237365685403347,0.02298889122903347,0.09072113037109375,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799,0.03602844104170799
7,0.729,28.51068687438965,10.742107391357422,-1426.6778564453125,-42980.8359375,62374.33984375,10043.1435546875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07598876953125,-0.3631591796875,-0.4791259765625,0.30181884765625,2.07611083984375,0.93780517578125,0.7421875,1.50360107421875,-0.05615234375,0.04425048828125,-0.10467529296875,0.06011962890625,-0.020751953125,-0.00152587890625,-0.0140380859375,0.003662109375,-0.0115966796875,0.010986328125,-0.02044677734375,0.00213623046875,-0.0177001953125,-0.00823974609375,-0.00518798828125,0.01190185546875,-0.01739501953125,0.006103515625,-0.03387451171875,0.018310546875,-0.0006103515625,-0.0146484375,-0.009765625,-0.00244140625,0.003662109375,-0.00885009765625,0.00152587890625,-0.00396728515625,-0.00579833984375,-0.00518798828125,0.0030517578125,-0.00518798828125,-0.3104754686355591,0.7372066974639893,0.49823975563049316,0.6000967621803284,-0.05192260816693306,0.010643310844898224,0.08271820098161697,0.015610656701028347,0.02405700646340847,0.07454681396484375,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142,0.016192017123103142
8,0.73,29.494476318359375,-25.409793853759766,-1463.0833740234375,-45584.78515625,63697.8671875,9738.720703125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11962890625,-0.33447265625,-0.24505615234375,0.61798095703125,2.13714599609375,0.96771240234375,0.75897216796875,1.52984619140625,-0.05584716796875,0.0445556640625,-0.09857177734375,0.0634765625,-0.01953125,-0.00244140625,-0.0103759765625,0.0018310546875,-0.009765625,0.0079345703125,-0.02044677734375,0.0067138671875,-0.00244140625,0.01953125,-0.0030517578125,-0.00030517578125,-0.00885009765625,0.00396728515625,-0.01678466796875,0.02197265625,-0.00274658203125,-0.00640869140625,0.01251220703125,-0.00030517578125,0.0030517578125,0.01129150390625,0.0006103515625,-0.00701904296875,0.02227783203125,-0.0030517578125,-0.00396728515625,0.0018310546875,0.5441693067550659,1.7206356525421143,0.20435546338558197,-0.330231636762619,0.20228882133960724,0.0024035645183175802,0.08378631621599197,0.008591613732278347,0.01490173302590847,0.06569671630859375,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142,0.026262817904353142
9,0.731,36.64201354980469,-65.27112579345703,-1488.625244140625,-47541.8828125,63857.078125,9080.8291015625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22674560546875,-0.33599853515625,0.01190185546875,0.96771240234375,2.17071533203125,0.9991455078125,0.7720947265625,1.54571533203125,-0.05645751953125,0.0433349609375,-0.09246826171875,0.06591796875,-0.02044677734375,0.00030517578125,-0.01373291015625,0.00213623046875,-0.00946044921875,-0.00335693359375,-0.02410888671875,0.006103515625,0.00457763671875,-0.00640869140625,-0.00335693359375,-0.0103759765625,-0.01373291015625,0.00213623046875,-0.02044677734375,0.01953125,-0.0042724609375,-0.00244140625,-0.00244140625,-0.003662109375,0.00274658203125,-0.00396728515625,-0.0030517578125,-0.0079345703125,-0.00396728515625,-0.00396728515625,-0.00244140625,-0.01922607421875,0.4404095411300659,-0.40766021609306335,-0.5237939357757568,-0.7709054350852966,0.01689453050494194,0.014915771782398224,0.038162536919116974,0.012253723107278347,0.02543029747903347,0.05410003662109375,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567,0.014818725176155567
