Devices,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,
,,EMG_cometa - EMG Channels,,,,,,,,,,,,,,,
Frame,Sub Frame,EMG01_FDS_right,EMG02_FDS_left,EMG03_biceps_brachii_right,EMG04_biceps_brachii_left,EMG05_trapezius_trans_right,EMG06_trapezius_trans_left,EMG07,EMG08,EMG09,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
618,9,-10.8407,-12.7742,-8.35227,-13.8753,-0.816684,-11.1095,-3299.9,-3173.22,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,0,-3.01815,-14.7441,-11.2881,-15.7192,-0.100708,-1.20605,-3299.9,-3159.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,1,-0.340948,-13.9523,-12.1019,-16.8243,-2.13915,-3.63646,-3299.9,-3145.33,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,2,1.62913,-14.6145,-9.88053,-13.6297,1.82534,-8.89198,-3299.9,-3132.94,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,3,2.20373,-18.9118,-4.86833,-16.1915,0.298556,-1.89565,-3299.9,-3120.36,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,4,0.916129,-16.4098,-2.40212,-4.11053,-0.916129,2.12462,-3299.9,-3107.17,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,5,3.84863,-8.40368,-1.73562,23.9034,1.00783,2.57611,-3299.9,-3093.81,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,6,4.7662,-4.99942,1.41963,40.7677,2.73092,2.96165,-3299.9,-3080.32,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,7,0.816303,-8.64944,4.88659,39.6298,2.79751,0.703107,-3299.9,-3066.94,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,8,-6.66231,-10.5103,10.665,30.3353,1.77496,-1.28407,-3299.9,-3048.92,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
619,9,-16.9729,-8.65647,21.8869,18.5463,0.793803,-1.4755,-3299.9,-3028.15,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,0,-18.3498,-13.0959,26.2113,13.9775,-0.524186,-1.80586,-3299.9,-2820.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,1,-19.6395,-15.1922,21.6677,11.6168,0.460191,-2.45301,-3299.9,-1030.35,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,2,-20.5612,-12.9206,18.4046,3.93842,-0.538518,-3.43626,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,3,-13.57,-16.5713,9.28916,-5.21175,3.65258,-5.8155,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,4,-12.2432,-24.565,7.99949,-17.3548,4.29079,-5.67853,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,5,1.75188,-24.375,-1.07728,-24.2746,1.25185,-6.23193,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,6,10.0782,-21.0253,-0.0245348,-41.7885,-4.20331,-9.29447,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,7,14.572,-9.44995,1.58906,-43.1314,-0.77843,-11.4223,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,8,15.701,-18.2919,-0.676669,-37.807,-7.05036,-17.5089,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
620,9,18.3152,-16.3828,-2.00868,-21.2018,-5.95272,-14.5728,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,0,19.617,-14.8474,-1.19555,-4.97954,-7.57899,-8.46147,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,1,18.6641,-11.6643,-8.25238,4.86144,-4.11704,1.13175,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,2,18.2281,-12.3542,-6.18521,7.08181,-6.52043,0.7062,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,3,14.5479,-5.19766,-7.03681,4.8287,-6.70898,3.40844,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,4,13.9068,1.0746,-7.28417,4.22618,-3.98687,8.6889,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,5,11.9591,-2.32734,-3.9519,7.88659,-1.27607,9.3389,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,6,8.44161,-8.33075,-0.706211,11.5955,1.74393,10.4826,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,7,7.72686,-13.7316,-1.2498,13.4573,-0.153711,16.2927,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,8,5.34169,-14.5667,-4.51891,8.60528,-6.40479,20.4914,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
621,9,2.51295,-13.3792,-4.33486,-6.62806,-7.42233,19.339,-3299.9,3217.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,0,3.06131,-20.7769,-1.62668,-19.6878,-6.53254,16.4135,-3299.9,1261.84,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,1,-1.87495,-19.9977,-2.53547,-25.0252,-8.67619,14.2522,-3299.9,-3283.21,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,2,-0.126586,-29.496,-6.18856,-24.5793,-7.65871,17.2639,-3299.9,-3268.75,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,3,-4.59885,-28.7831,-6.02243,-16.6025,-15.0042,19.9995,-3299.9,-3253.79,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,4,-3.54055,-33.0058,-6.47851,-11.6675,-6.98149,12.5598,-3299.9,-3240.84,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,5,-1.63772,-30.4974,-5.84685,-15.747,-5.2426,5.20338,-3299.9,-3226.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,6,-5.17879,-30.0188,-8.81369,-11.1532,-8.20944,-6.95109,-3299.9,-3212.12,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,7,-7.11954,-29.7286,-7.82681,-5.33557,-10.0466,-13.8339,-3299.9,-3199.08,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,8,-8.76623,-31.0459,-7.39799,-8.67826,-6.78447,-22.4116,-3299.9,-3185.62,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
622,9,-4.58829,-22.1335,-10.2121,-0.919768,-10.0463,-28.7651,-3299.9,-3172.46,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,0,-6.65385,-24.8532,-11.3296,-4.35909,-4.52483,-38.7508,-3299.9,-3158.64,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,1,-6.78529,-20.2277,-13.1855,-7.74166,-4.52463,-44.8957,-3299.9,-3145.48,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,2,-6.8225,-13.5656,-11.2396,-9.84185,-6.93319,-42.3543,-3299.9,-3132.14,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,3,-6.75651,-7.24911,-10.3914,-8.16549,-4.54876,-38.9824,-3299.9,-3118.33,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,4,-6.11472,-1.99662,-9.98322,-7.1437,-2.36445,-34.5209,-3299.9,-3104.89,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,5,-9.04096,1.2986,-9.78369,-7.24347,-3.08882,-28.8869,-3299.9,-3092.53,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,6,-11.4416,3.5464,-10.1665,-4.40041,-2.45447,-23.4342,-3299.9,-3079.63,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,7,-10.7567,4.99788,-11.3432,6.95681,-1.17098,-21.2942,-3299.9,-3066.5,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,8,-8.24456,11.6337,-10.1639,27.3282,0.210069,-19.1671,-3299.9,-3048.75,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
623,9,-4.83563,19.5045,-6.48107,36.6339,0.702924,-12.1512,-3299.9,-3027.58,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,0,-3.14302,14.723,-3.69051,24.1824,-3.91662,-6.44203,-3299.9,-2777.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,1,1.67939,11.0781,3.1036,21.0111,-4.75312,-1.75471,-3299.9,-871.573,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,2,0.629732,5.52501,1.13048,20.0958,-4.75398,2.85684,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,3,-4.56365,6.37519,2.63052,12.8706,-2.86809,10.6371,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,4,4.26255,13.4743,4.14232,13.6745,-1.28191,17.7343,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,5,-4.14683,1.50865,12.3461,4.44513,-1.18731,16.9903,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,6,4.84939,-12.6556,11.3891,7.12486,-5.3983,21.0099,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,7,-2.83867,-20.7529,17.5418,-1.47626,-9.89369,8.62956,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,8,-9.69871,-25.0207,13.5261,-1.83457,-4.7839,10.2797,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
624,9,-3.26648,-28.1924,9.68452,-9.52864,-8.6229,4.80862,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,0,-2.55174,-29.1805,9.06372,-16.4824,-8.82826,0.694307,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,1,-2.94347,-25.193,7.19414,-7.97988,-7.53914,-4.66248,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,2,-1.55587,-22.4413,1.59167,24.0778,-4.84754,-4.70875,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,3,5.1178,-20.5581,-1.38156,47.7704,-4.99287,-9.66384,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,4,2.3029,-14.4599,-0.55752,53.8788,-7.37305,-15.5395,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,5,-4.76144,-2.45086,0.5212,54.7551,-5.60265,-18.4083,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,6,-7.00097,14.3854,0.804487,58.476,-5.5107,-16.946,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,7,-5.63957,28.2321,0.369227,61.264,-8.22451,-13.8417,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,8,-1.6635,30.0286,0.652275,54.2078,-8.08298,-9.15256,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
625,9,1.2107,20.4678,2.60173,33.3369,-5.47381,-2.86766,-3299.9,3253.44,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,0,-0.265364,11.0139,0.904844,7.04134,-0.573712,-3.21203,-3299.9,1257.65,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,1,1.59009,9.79809,-5.18891,-14.3941,1.10753,-8.62658,-3299.9,-3284.6,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,2,4.94599,4.76527,-4.69375,-37.7231,-3.56431,-15.045,-3299.9,-3270.51,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,3,2.48818,5.18796,-4.38425,-51.7797,-4.49379,-15.4726,-3299.9,-3256.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,4,2.23822,-3.51927,-3.99316,-52.6864,-9.16793,-16.4537,-3299.9,-3242.35,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,5,1.69605,-11.7331,-8.07825,-26.9037,-10.8211,-10.5415,-3299.9,-3227.23,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,6,5.42852,-26.9502,-2.43168,-15.0364,-5.65309,2.28292,-3299.9,-3213.93,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,7,3.1473,-34.3398,-3.84882,-0.78262,-6.30784,18.1619,-3299.9,-3199.39,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,8,3.20214,-35.1061,-4.19897,0.361808,-6.97777,20.481,-3299.9,-3186.92,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
626,9,-6.60392,-40.7867,-1.49538,-8.14202,-14.0563,25.7721,-3299.9,-3172.86,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,0,-2.56672,-40.8285,3.81962,-19.804,-7.90668,24.7569,-3299.9,-3159.97,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,1,-9.10459,-38.5484,-1.82978,-26.431,-7.62675,17.9335,-3299.9,-3146.28,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,2,-10.2332,-43.1491,-2.01589,-31.9513,-6.46684,16.1633,-3299.9,-3133.23,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,3,-11.6612,-46.0737,-1.04235,-41.7202,-2.99211,15.5949,-3299.9,-3119.71,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,4,-11.0978,-43.4653,-3.12217,-53.3961,-1.75234,12.7292,-3299.9,-3106.74,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,5,-11.0786,-38.1106,-4.58729,-50.4947,-1.47003,-0.173907,-3299.9,-3093.97,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,6,-13.0432,-25.5158,-4.58214,-37.8575,-0.855668,-15.8201,-3299.9,-3081.2,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,7,-11.5102,-4.44616,-3.66887,-27.3074,-0.513407,-24.9817,-3299.9,-3068.21,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,8,-4.84204,17.3091,-0.556882,-22.8635,-0.1603,-22.9632,-3299.9,-3049.74,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
627,9,-0.76623,28.4912,0.675543,-23.8567,-1.49904,-11.8526,-3299.9,-3028.87,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,0,-3.74194,24.8906,-3.87518,-21.8221,-3.02017,-6.13375,-3299.9,-2820.61,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,1,-7.13938,16.5331,-6.03764,-17.7725,-0.921867,-6.70047,-3299.9,-931.889,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,2,-11.8877,6.83732,-5.14433,-16.6726,-4.08669,-4.50843,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,3,-14.3867,10.9698,-6.76708,-14.7836,2.49405,8.19641,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,4,-22.5611,18.5131,-2.61476,-13.2158,2.85808,8.51097,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,5,-31.4823,15.6439,-4.23315,-25.0715,2.2244,13.989,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,6,-34.3197,-1.50379,-2.53457,-30.3444,0.60465,10.2329,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,7,-29.1517,0.123184,-6.55416,-37.8094,0.700354,0.853817,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,8,-30.1786,-6.99569,-6.65633,-40.9014,0.704956,-9.98287,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
628,9,-28.2467,-18.0864,-6.47453,-50.1439,-2.82511,-17.7075,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,0,-19.4622,-24.7052,-5.55326,-42.0939,0.630709,-19.1568,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,1,-13.4657,-19.7185,-5.71799,-35.5185,0.850407,-20.2244,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,2,-2.23326,-6.13716,-2.21554,-31.723,-2.02603,-15.2128,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,3,7.33243,0.342924,-1.23364,-20.8032,-3.58454,-9.1584,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,4,17.7456,-7.03752,-1.44954,-18.2973,0.509891,-6.17296,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,5,25.1828,-22.369,1.05753,-12.5825,4.16454,0.517498,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,6,28.468,-37.77,2.61264,-6.13598,0.390492,4.72463,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,7,30.2617,-49.6236,3.137,1.04066,-4.1119,4.22117,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,8,28.5765,-55.8265,2.13529,10.0308,-4.08404,4.24831,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
629,9,25.4656,-60.435,-0.0045839,11.1125,-3.32941,-0.307769,-3299.9,3298.82,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,0,24.18,-70.9032,0.21267,12.2925,-1.40624,-10.7135,-3299.9,1264.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,1,14.2741,-80.6851,-2.32074,15.384,-0.17723,-16.1358,-3299.9,-3285.46,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,2,-5.25736,-76.9513,-0.435654,11.9958,-3.50388,-16.0383,-3299.9,-3271.13,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,3,-16.1883,-49.9864,-0.248566,14.3177,-0.224991,-17.1911,-3299.9,-3257.54,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,4,-19.3459,-10.6562,-2.57414,11.9101,-1.98541,-20.7126,-3299.9,-3243.75,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,5,-20.2241,1.99261,-2.13068,8.75316,-6.41024,-19.8434,-3299.9,-3228.58,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,6,-19.8246,31.8365,-0.794001,7.0379,-2.81878,-10.5871,-3299.9,-3215.54,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,7,-9.39282,60.2607,0.258749,5.98515,-11.815,-20.8275,-3299.9,-3200.42,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,8,-4.37495,63.1754,-1.25782,-8.18947,-8.42346,-16.1108,-3299.9,-3188.33,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
630,9,3.79383,61.6102,-0.71585,-9.04671,-9.87855,-7.97505,-3299.9,-3174.54,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,0,8.14206,81.6062,-1.74881,-15.2581,-10.0898,-8.70954,-3299.9,-3160.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,1,12.0091,100.429,2.89789,-23.9321,-10.5313,-5.01989,-3299.9,-3147.75,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,2,13.5653,91.779,-0.662906,-26.9733,-8.95311,-1.50203,-3299.9,-3134.49,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,3,17.0007,54.8716,-2.71912,-29.5612,-11.7287,5.00223,-3299.9,-3120.46,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,4,17.6431,26.9184,-0.990388,-24.1097,-13.0627,6.99086,-3299.9,-3107.56,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,5,13.275,20.6849,0.0439712,-19.4863,-13.1303,5.08363,-3299.9,-3094.39,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,6,7.06199,20.9797,-0.4656,-17.0652,-12.463,4.80432,-3299.9,-3081.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,7,4.58183,14.9691,-1.98116,-16.1343,-9.1982,7.08102,-3299.9,-3069.08,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,8,5.2958,-2.08724,-4.47445,-15.4024,-5.23525,8.52849,-3299.9,-3056.43,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
631,9,3.95122,-20.5814,-3.92983,-15.0767,-4.66345,11.3624,-3299.9,-3038.68,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,0,-1.39871,-22.4013,-0.15323,-20.7271,-6.67847,16.2316,-3299.9,-2918.95,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,1,-5.6439,-14.7756,-1.58734,-23.3535,-7.71003,13.0706,-3299.9,-1103.29,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,2,1.57003,-16.4197,-2.31123,-21.913,-10.5251,9.82012,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,3,2.53443,-18.2629,3.32527,-23.8646,-10.3584,8.19779,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,4,1.69187,-16.1105,0.220026,-27.6717,-6.86472,-2.90677,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,5,-5.28373,-12.9228,-0.887019,-18.2616,-7.40483,-4.32372,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,6,-4.51465,-0.494956,-7.63143,-17.4164,-2.54696,-4.19703,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,7,-3.5576,11.181,-6.38727,-22.6802,-4.17394,-2.37865,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,8,-7.3141,35.5188,-5.5128,-21.6592,-9.0357,-0.652682,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
632,9,-7.47897,61.5301,-8.67273,-14.558,-10.8653,-1.37773,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
