Devices,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,
,,EMG_cometa - EMG Channels,,,,,,,,,,,,,,,
Frame,Sub Frame,EMG01_FDS_right,EMG02_FDS_left,EMG03_biceps_brachii_right,EMG04_biceps_brachii_left,EMG05_trapezius_trans_right,EMG06_trapezius_trans_left,EMG07,EMG08,EMG09,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
2594,5,-20.7925,-5.24204,-15.2571,-4.99237,-12.1371,6.05682,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2594,6,-18.3913,-2.2752,-9.35412,-4.10958,-11.1703,2.41639,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2594,7,-18.369,-0.580648,-0.671778,-2.38872,-11.3966,-2.12118,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2594,8,-22.3226,-0.436551,6.94716,-5.13555,-14.0653,-3.39007,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2594,9,-26.4814,-1.26955,15.0182,-6.20821,-12.4061,-5.90529,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,0,-27.62,-5.20425,21.4368,-3.77981,-6.41525,-10.1014,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,1,-26.998,-6.58038,25.4949,-4.25658,-6.36831,-15.1801,-3299.9,3241.65,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,2,-29.275,-4.7022,24.0227,-7.17158,-5.48861,-12.0075,-3299.9,2140.41,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,3,-25.3741,1.60899,19.1893,-7.35712,-7.63475,-9.43894,-3299.9,-3282.69,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,4,-13.3871,-9.44623,12.3135,-0.984493,-6.15285,-8.0744,-3299.9,-3268.18,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,5,-13.1957,-14.3272,15.7589,-3.08999,-0.984811,-8.55292,-3299.9,-3254.78,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,6,-6.97212,-18.7368,14.3031,-0.0116343,-8.06952,-8.08892,-3299.9,-3240.63,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,7,-1.9051,-22.4253,9.9159,-6.40297,-3.56227,-4.57595,-3299.9,-3226.56,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,8,4.41945,-19.6594,8.01793,-8.26192,-1.40412,-3.11809,-3299.9,-3212.91,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2595,9,10.5312,-19.9847,9.81479,-8.6972,-1.58324,-0.226323,-3299.9,-3199.08,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,0,18.0453,-16.5304,6.8095,-9.05855,0.812054,-1.7236,-3299.9,-3185.13,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,1,25.9195,-14.5838,4.15425,-5.495,-2.51126,-1.40995,-3299.9,-3171.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,2,26.445,-16.2917,-3.15524,-2.22113,-4.11,-1.03483,-3299.9,-3158.75,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,3,26.9953,-20.7985,-11.6278,-3.08603,-4.04607,-0.041694,-3299.9,-3144.79,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,4,24.7821,-22.5664,-19.5138,-5.5776,-6.40643,1.19297,-3299.9,-3131.48,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,5,25.1022,-20.8738,-27.0088,-5.41622,-7.07903,-1.88332,-3299.9,-3118.54,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,6,26.9086,-19.6381,-31.2023,0.602185,-7.81855,-5.67159,-3299.9,-3105.16,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,7,26.4826,-18.8538,-29.9023,11.1171,-7.33656,-6.03713,-3299.9,-3092.26,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,8,27.1224,-16.6318,-24.9733,20.4195,-1.32227,-7.61037,-3299.9,-3079.53,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2596,9,23.0853,-13.944,-22.0672,22.8012,2.00313,-7.3546,-3299.9,-3066.45,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,0,15.4502,-12.0123,-19.7118,15.9817,5.34622,-2.49633,-3299.9,-3049.62,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,1,-7.85449,-11.8405,-4.63485,9.51266,7.55004,-9.8871,-3299.9,-3026.81,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,2,-17.6285,-11.9428,0.87794,4.35782,11.3231,-16.7377,-3299.9,-2869.91,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,3,-23.0837,-10.7923,0.658894,-2.70383,9.96381,-13.0969,-3299.9,-1494.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,4,-28.5683,-8.01065,0.256132,-7.80984,-0.740462,-6.31154,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,5,-34.6934,-9.25481,1.50029,-13.6478,-15.2875,-10.1397,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,6,-27.3413,-10.9735,2.55463,-20.7196,-16.7371,-8.46313,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,7,-22.2139,-11.1678,2.25878,-23.756,-9.53582,-4.22307,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,8,-10.445,-10.4994,-11.7934,-21.607,-0.934723,-8.05625,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2597,9,-5.96178,-7.17695,-10.8857,-28.6592,-2.21304,-6.46532,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,0,-2.41658,-2.00064,-17.1601,-21.5528,-6.36574,-5.91596,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,1,-10.8454,5.01796,-17.6811,-12.978,-9.3703,-3.14608,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,2,-21.8188,7.9715,-13.8982,-11.6126,-7.18662,-5.41745,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,3,-26.0589,15.6838,-10.7294,-12.1857,-4.22146,-1.60268,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,4,-30.9407,19.4836,-11.1498,-8.01464,-5.46376,1.6577,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,5,-32.9985,15.7361,-9.54401,-1.19001,-4.60742,3.20268,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,6,-28.6616,14.6517,-6.96085,7.01719,-4.1572,4.4849,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,7,-22.4489,12.9297,-5.67708,13.1508,-8.38422,2.46716,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,8,-20.4055,8.33578,-3.64497,10.2212,-8.34279,4.11033,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2598,9,-27.8162,10.8431,-5.79728,3.4234,-3.59147,9.19362,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,0,-39.2836,13.0224,-6.09844,-2.19442,-2.58981,5.78513,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,1,-54.2232,17.5258,1.90686,-14.1508,-2.33078,0.172202,-3299.9,3281.53,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,2,-45.4998,15.1557,4.10611,-17.0265,2.35286,-2.41943,-3299.9,2248.05,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,3,-32.7917,5.23505,4.97817,-18.0801,3.05496,1.8306,-3299.9,-3285.53,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,4,-17.9608,-3.85208,3.72922,-16.8538,-2.89317,-1.51733,-3299.9,-3271.12,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,5,-6.76334,-18.2078,7.74881,-19.5335,1.60494,2.31085,-3299.9,-3255.81,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,6,9.02138,-18.4193,10.4304,-18.4861,-3.64494,0.118207,-3299.9,-3242.03,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,7,10.6845,-16.6183,15.1026,-17.8862,-0.395575,-4.34712,-3299.9,-3228.88,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,8,15.5672,-8.11593,14.0696,-10.8093,3.16578,-6.88746,-3299.9,-3214.83,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2599,9,6.02341,-0.685431,9.60798,-5.37824,0.826106,-6.84819,-3299.9,-3200.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,0,-0.353656,-2.21652,1.15583,-1.98825,3.19845,-7.95631,-3299.9,-3186.93,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,1,-4.50392,-13.6642,-0.0392848,2.24851,-0.779389,-5.53672,-3299.9,-3174.03,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,2,2.38754,-21.7326,1.48675,3.85729,-5.67353,-9.04987,-3299.9,-3160.74,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,3,2.14609,-29.5997,3.95157,1.68748,-3.03327,-13.1556,-3299.9,-3147.49,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,4,-2.68367,-32.3694,3.62614,5.14453,-0.968611,-15.2551,-3299.9,-3134.44,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,5,-3.82581,-25.8618,2.77112,7.95154,-0.0955821,-12.1209,-3299.9,-3120.81,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,6,-1.20257,-14.3781,7.32068,6.33763,2.35648,-8.97695,-3299.9,-3107.2,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,7,3.55677,-9.37942,15.3261,7.05697,1.55845,-9.56479,-3299.9,-3093.94,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,8,10.0335,-10.3089,24.8132,8.96888,0.834134,-6.90247,-3299.9,-3081.06,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2600,9,20.5848,-9.84873,29.5433,8.30978,3.54891,-3.82398,-3299.9,-3068.68,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,0,31.2145,-15.7956,19.0794,7.36539,0.333125,-3.60082,-3299.9,-3055.31,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,1,35.6712,-7.83317,14.7023,9.9625,0.667342,1.62805,-3299.9,-3040.52,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,2,35.3784,-9.91069,-0.261406,7.55074,-3.11447,1.21715,-3299.9,-2914.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,3,33.7031,-0.823005,-10.6249,3.66979,-3.35157,3.36302,-3299.9,-1749.87,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,4,36.743,-7.59255,-7.22871,7.95494,-1.16751,7.06176,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,5,34.7548,-32.6397,-15.5222,0.996512,-3.96724,5.52203,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,6,36.6689,-52.7376,-17.9149,-0.917578,-11.1451,2.45949,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,7,37.7619,-55.502,-19.5776,2.09472,-9.47367,1.22153,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,8,25.1048,-50.0006,-12.9269,2.33077,-2.10839,6.88492,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2601,9,5.57983,-42.1409,-6.34093,1.58528,0.718076,1.43865,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,0,-9.64183,-27.7561,-6.33112,3.23917,1.64132,-3.53056,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,1,-19.8158,-7.35805,0.0892444,-1.7279,1.38545,-10.8995,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,2,-27.4583,8.06951,1.19902,-0.0556047,0.612589,-9.98564,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,3,-23.2781,6.59007,-0.922045,3.17712,0.363332,-8.58581,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,4,-14.2681,-10.9387,-0.531733,-0.568782,4.11236,-9.48056,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,5,-4.83978,-33.9901,-1.38922,-5.15306,2.39023,-12.3766,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,6,3.24584,-53.8606,-2.33658,-7.89871,-0.359347,-9.89878,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,7,5.66717,-70.3896,-0.791996,-10.0113,-1.29516,-4.72407,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,8,7.07782,-87.117,1.25882,-10.8308,-2.70818,-4.60584,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2602,9,13.3546,-99.4495,0.57887,-11.6867,1.67564,-3.55857,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,0,19.7911,-98.3696,-6.84814,-11.5693,-0.122864,-4.55804,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,1,21.2302,-87.0733,-9.59985,-12.5794,0.460844,-4.12414,-3299.9,3238.98,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,2,9.81748,-68.0149,-5.90938,-5.9833,2.07188,-1.74588,-3299.9,1998.06,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,3,-2.67453,-46.2692,-5.81871,-6.904,2.66296,0.548257,-3299.9,-3283.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,4,-8.45107,-30.1803,-6.66194,-3.94335,-3.00939,-0.847309,-3299.9,-3268.59,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,5,-16.1193,-25.3051,-9.95823,-1.15522,3.25222,-3.07579,-3299.9,-3254.72,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,6,-24.7327,-43.7761,-9.00119,-4.9834,-2.49005,-7.47819,-3299.9,-3241.42,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,7,-30.957,-50.3018,-6.20641,-3.1146,-5.65949,-5.35664,-3299.9,-3226.55,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,8,-43.164,-44.4282,-0.728776,-7.43846,-4.98606,-0.183762,-3299.9,-3212.75,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2603,9,-47.8823,-43.8964,-0.55433,0.685667,-1.06751,2.32372,-3299.9,-3199.06,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,0,-51.1551,-51.8508,-4.62565,-0.970945,-5.1215,3.64163,-3299.9,-3185.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,1,-49.5217,-64.4875,-6.77541,-1.46801,-4.99365,1.19645,-3299.9,-3171.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,2,-49.8118,-67.2448,-5.94662,-0.673542,-2.19063,1.70557,-3299.9,-3158.58,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,3,-54.6616,-69.5994,-0.635725,-2.75373,-2.46884,-1.87477,-3299.9,-3145.87,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,4,-56.2793,-60.1302,3.28294,-3.3768,-1.84495,-7.19137,-3299.9,-3132.36,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,5,-48.0743,-25.328,8.12516,0.184975,2.30285,-11.8611,-3299.9,-3118.93,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,6,-31.2024,-4.92893,12.1248,-0.0782053,6.35435,-14.1201,-3299.9,-3105.73,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,7,-12.2225,-28.9616,10.8216,-4.27811,11.856,-12.5414,-3299.9,-3092.72,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,8,4.67989,-68.1069,4.70829,-4.49001,18.6557,-9.30183,-3299.9,-3080.1,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2604,9,24.2612,-91.0906,-2.25259,-3.02124,17.4503,-6.42899,-3299.9,-3067.25,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,0,51.4575,-88.7409,-1.63173,-1.94759,2.87111,-4.96196,-3299.9,-3054.58,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,1,77.0249,-61.5465,-1.59081,0.919711,-21.053,-2.01166,-3299.9,-3038.03,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,2,87.71,-32.1044,-6.95179,0.199739,-23.9732,0.367027,-3299.9,-2934,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,3,79.3164,-24.1397,-9.94034,-2.22753,-7.25041,-3.47769,-3299.9,-1835.16,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,4,76.0479,-3.40985,-5.70896,-4.34463,9.63975,-12.6581,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,5,66.118,40.5814,-2.49373,9.35181,13.2061,-18.9833,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,6,42.7661,92.6447,-1.24957,13.8499,3.44421,-11.1355,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,7,27.2806,145.078,3.32621,14.6462,-4.09657,-6.52685,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,8,14.1646,253.113,-5.81583,12.1647,-13.6625,-6.23073,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2605,9,6.27927,320.11,-8.57159,11.2051,-20.5355,-1.45669,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,0,-7.00563,314.372,-7.93189,10.0699,-16.7907,-1.41078,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,1,-10.5743,316.818,-7.36368,11.3644,-14.8724,5.46854,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,2,-8.2784,330.147,-4.34729,14.5503,-7.95061,4.54404,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,3,-8.71337,323.19,-4.17101,12.5599,-4.50752,1.59368,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,4,-12.2564,295.631,-6.31519,5.10989,-3.4533,3.09215,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,5,-13.6747,255.159,-4.98842,-0.620949,-6.60538,9.03967,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,6,-24.2634,208.459,-3.86512,-3.30271,-5.70523,7.00462,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,7,-39.6334,165.857,-7.20341,-6.0354,-3.76568,-0.973178,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,8,-45.3576,127.381,-7.8461,-8.66856,-9.53121,-2.94416,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2606,9,-47.4234,92.0787,-2.13994,-5.87151,-12.5757,-2.90082,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,0,-43.8604,70.435,1.30883,4.58017,-13.9167,-5.8366,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,1,-35.3996,54.5641,2.30363,11.6909,-13.845,-14.19,-3299.9,3276.92,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,2,-25.0763,42.4025,9.0506,15.3426,-10.0052,-6.8919,-3299.9,2070.04,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,3,-25.0763,44.3396,11.1298,4.36531,-15.549,-4.14297,-3299.9,-3282.71,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,4,-25.0763,41.9117,9.56106,-7.46821,-12.8862,-16.7944,-3299.9,-3268.39,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,5,-25.0763,53.8386,11.9342,-16.4004,-11.624,-13.9082,-3299.9,-3254.39,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,6,-25.0763,71.5439,10.0201,-15.8262,-13.251,-10.4629,-3299.9,-3239.36,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,7,-25.0763,70.5149,10.4361,-24.5725,-9.47203,-15.3128,-3299.9,-3226.02,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,8,-25.0763,68.4545,3.68207,-28.1002,-10.2229,-9.88911,-3299.9,-3212.09,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2607,9,-25.0763,55.7827,-1.69041,-32.8267,-2.96825,-3.48942,-3299.9,-3198.45,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2608,0,-25.0763,35.4235,-9.57777,-34.4409,-6.49259,1.1243,-3299.9,-3184.47,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2608,1,-25.0763,26.2144,-12.167,-34.4972,-11.1032,2.55402,-3299.9,-3170.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2608,2,-25.0763,20.1049,-11.5006,-28.9189,-12.2864,1.49173,-3299.9,-3158.17,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
2608,3,-25.0763,10.7862,-12.0257,-21.0405,-1.41863,-2.5056,-3299.9,-3144.33,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
