threshold,covered_area,time
10,2552599.7466482506,1.7908883094787598
15,3291335.9065337884,2.5883591175079346
10,2400021.3107144265,2.9684298038482666
15,4365175.748332712,1.7619600296020508
10,1589154.2453528792,7.144745588302612
15,2152977.8369409787,8.666486501693726
10,1313109.759354883,7.450547456741333
15,1812075.1854159401,7.121354818344116
