,Voltage.EMG01_r_gastro,Voltage.EMG02_r_soleus,Voltage.EMG03_r_rect_fem,Voltage.EMG04_r_tfl,Voltage.EMG05_r_semimemb,Voltage.EMG06_l_gastro,Voltage.EMG07_l_soleus,Voltage.EMG08_l_rect_fem,Voltage.EMG09_l_tfl,Voltage.EMG10_l_semimemb
0,-0.08342467993497849,0.13631561398506165,-0.11058593541383743,0.008971252478659153,0.02559204027056694,0.045738525688648224,0.0016940308269113302,0.07573028653860092,0.02863464318215847,-0.01105499267578125
1,-0.023152465000748634,0.013482361100614071,-0.08739257603883743,0.15255646407604218,0.009570312686264515,0.051536865532398224,-0.0012051390949636698,0.04597564786672592,0.04297790676355362,-0.01334381103515625
2,0.19718444347381592,0.08657196164131165,-0.05016113445162773,0.265318900346756,0.004992675967514515,0.048790283501148224,-0.005630188155919313,0.05284210294485092,0.03077087365090847,-0.01502227783203125
3,0.6599835157394409,0.44255951046943665,-0.04146362468600273,0.291716605424881,-0.013470458798110485,0.042686767876148224,0.032974548637866974,0.06321807950735092,0.04190979152917862,-0.02082061767578125
4,0.9743145704269409,0.9624264240264893,-0.006673583760857582,0.280882865190506,-0.02476196363568306,0.049400635063648224,0.018020935356616974,0.06810089200735092,0.03428039699792862,-0.02295684814453125
5,1.108286738395691,1.4084408283233643,0.06397461146116257,0.17849640548229218,-0.013623046688735485,0.06832153350114822,-0.0024258422199636698,0.05177398771047592,0.03458557277917862,-0.01731109619140625
6,1.158945918083191,1.5176937580108643,0.14881347119808197,0.03033355623483658,0.10936279594898224,0.052604980766773224,0.0003207397530786693,0.04658599942922592,0.03763733059167862,-0.00388336181640625
7,1.014902949333191,1.2833187580108643,0.18787597119808197,-0.03009124845266342,0.07136841118335724,0.051994629204273224,0.026718445122241974,0.04917999356985092,0.02985534630715847,-0.01013946533203125
8,0.20160949230194092,1.0446712970733643,0.20328734815120697,-0.15963836014270782,-0.04307251051068306,0.032921142876148224,0.035568542778491974,0.004624328576028347,0.03580627590417862,-0.01425933837890625
9,-0.22426331043243408,0.9161922931671143,0.16422484815120697,-0.305054634809494,-0.12516479194164276,0.008964844048023224,0.049911804497241974,0.01850982755422592,0.03229675441980362,-0.00693511962890625
10,-0.5790301561355591,0.6885311603546143,0.16163085401058197,-0.313904732465744,-0.17109374701976776,0.004844970535486937,0.047470398247241974,0.008286437951028347,0.03809509426355362,-0.00373077392578125
11,-0.7328387498855591,0.06505706906318665,0.13920043408870697,-0.22021575272083282,-0.16026000678539276,0.011864013969898224,0.009323425590991974,0.009507141076028347,0.02481994591653347,-0.05194854736328125
12,-0.5723162889480591,-0.45679351687431335,0.12714599072933197,-0.11157318204641342,-0.13050536811351776,0.029259033501148224,0.021835632622241974,0.02720733731985092,0.02695617638528347,-0.01105499267578125
13,-0.7450457811355591,-0.8625247478485107,0.14621947705745697,-0.04672332853078842,-0.15675048530101776,0.044365234673023224,0.033890075981616974,0.001114807091653347,0.04465637356042862,-0.00846099853515625
14,-1.242634892463684,-1.0122134685516357,0.11600708216428757,-0.004609069786965847,-0.15003661811351776,0.015678711235523224,0.049301452934741974,0.002182922326028347,0.03122863732278347,-0.00876617431640625
15,-1.452901005744934,-1.1516788005828857,0.04581664875149727,0.015379943884909153,-0.13889770209789276,0.024833984673023224,0.06883270293474197,0.00035186766763217747,0.05198059231042862,-0.01181793212890625
16,-1.287037968635559,-1.6924502849578857,0.015756836161017418,0.03430084139108658,-0.14652709662914276,0.021629638969898224,0.054031677544116974,0.011338195763528347,0.02268371544778347,-0.00998687744140625
17,-1.119496464729309,-2.3046329021453857,-0.006673583760857582,0.04193023592233658,-0.14759521186351776,0.026970215141773224,0.060135193169116974,0.02018829435110092,0.03168640285730362,-0.01044464111328125
18,-0.9868975877761841,-2.4274661540985107,-0.04710937663912773,0.04925445467233658,-0.12638549506664276,0.026054687798023224,0.06456024199724197,0.04963775724172592,0.03534851223230362,-0.00128936767578125
19,-0.9003802537918091,-2.0783450603485107,-0.06648803502321243,0.05230621248483658,-0.11478881537914276,0.030174560844898224,0.07295257598161697,0.03575225919485092,0.02665100060403347,-0.00342559814453125
20,-0.8945819139480591,-1.6709353923797607,-0.08510375767946243,0.07046417146921158,-0.11997680366039276,0.055504150688648224,0.058456726372241974,0.03407379239797592,0.04862365871667862,0.00588226318359375
21,-0.7560321092605591,-1.2758853435516357,-0.06160522624850273,0.08755401521921158,-0.11188964545726776,0.031853027641773224,0.023971863090991974,0.02781768888235092,0.03046569786965847,-0.01059722900390625
22,-0.5698748826980591,-1.0802676677703857,-0.05061889812350273,0.12005523592233658,-0.13111571967601776,0.026054687798023224,0.041366882622241974,0.05741973966360092,0.02420959435403347,-6.866455078125e-05
23,-0.3297015428543091,-1.0047366619110107,-0.03810669109225273,0.15240387618541718,-0.10975341498851776,0.032615967094898224,0.020462341606616974,0.03071685880422592,0.02268371544778347,0.00740814208984375
24,-0.12248717993497849,-0.8222415447235107,-0.04359985515475273,0.19650177657604218,-0.10868529975414276,0.024528808891773224,0.044723816215991974,0.02659698575735092,0.03504333645105362,0.04036712646484375
25,0.20481383800506592,-0.5163028240203857,0.03956054523587227,0.20413117110729218,-0.09937743842601776,0.006523437332361937,0.024734802544116974,0.04399200528860092,0.01139221154153347,0.04097747802734375
26,0.5565289258956909,-0.13895294070243835,0.14393065869808197,0.23709015548229218,-0.09800414741039276,-0.006293945480138063,0.018783874809741974,0.03071685880422592,0.02405700646340847,0.07180023193359375
